"","countyname","state","numberofplans1","numberofplans2","countyssa","eligibles","totalenrollees","totalpenetration"
"391","MCINTOSH ","GA ",0,0,"11703",56226,0,0
"392","MERIWETHER ","GA ",2,1,"11740",21750,145,0.666666666666667
"393","MITCHELL ","GA ",2,2,"11750",47957,281,0.58594157265884
"394","MURRAY ","GA ",2,1,"11772",42480,40,0.0941619585687382
"395","MUSCOGEE ","GA ",4,1,"11780",578424,644,0.111337012295479
"396","OCONEE ","GA ",3,3,"11800",205172,719,0.350437681554988
"397","OGLETHORPE ","GA ",0,0,"11801",6425,0,0
"398","PAULDING ","GA ",4,2,"11810",130431,269,0.206239314273447
"399","PEACH ","GA ",1,1,"11811",13389,55,0.410784972738815
"400","PIERCE ","GA ",17,7,"11820",5781111,13608,0.235387281095277
"401","QUITMAN ","GA ",1,1,"11833",5286,12,0.227014755959137
"402","RABUN ","GA ",1,0,"11834",13080,11,0.0840978593272171
"403","RICHMOND ","GA ",19,10,"11840",4113508,23378,0.568322706556059
"404","ROCKDALE ","GA ",3,2,"11841",139584,234,0.167640990371389
"405","SCHLEY ","GA ",0,0,"11842",535,0,0
"406","SCREVEN ","GA ",0,0,"11850",10340,0,0
"407","SPALDING ","GA ",3,1,"11860",107294,131,0.122094432121088
"408","STEPHENS ","GA ",2,1,"11861",135693,37,0.027267434576581
"409","STEWART ","GA ",2,2,"11862",22529,67,0.297394469350615
"410","TALBOT ","GA ",1,1,"11880",61067,64,0.104802921381434
"411","TALIAFERRO ","GA ",0,0,"11881",814,0,0
"412","TATTNALL ","GA ",0,0,"11882",21276,0,0
"413","TELFAIR ","GA ",0,0,"11884",7224,0,0
"414","TERRELL ","GA ",1,1,"11885",3586,63,1.75683212493028
"415","THOMAS ","GA ",1,1,"11890",91027,193,0.212025003570369
"416","TIFT ","GA ",1,0,"11900",62530,19,0.0303854150007996
"417","TOOMBS ","GA ",1,0,"11901",19380,15,0.0773993808049536
"418","TOWNS ","GA ",0,0,"11902",27423,0,0
"419","TREUTLEN ","GA ",0,0,"11903",3357,0,0
"420","TROUP ","GA ",2,1,"11910",110033,325,0.295365935673843
"421","TURNER ","GA ",1,1,"11911",15711,20,0.127299344408376
"422","TWIGGS ","GA ",1,1,"11912",3142,19,0.60471037555697
"423","UPSON ","GA ",2,2,"11920",42516,306,0.719729043183743
"424","WARE ","GA ",1,0,"11940",22572,36,0.159489633173844
"425","WARREN ","GA ",36,19,"11941",1611795,8092,0.502048957838931
"426","WAYNE ","GA ",28,12,"11960",21196608,18848,0.088919887559368
"427","WEBSTER ","GA ",10,7,"11961",213518,1746,0.817729652769322
"428","WHEELER ","GA ",1,1,"11962",2714,84,3.09506263817244
"429","WHITFIELD ","GA ",2,0,"11970",127310,38,0.0298484015395491
"430","WILKES ","GA ",5,2,"11972",95659,1979,2.06880690787067
"431","WILKINSON ","GA ",1,1,"11973",20282,31,0.152844887092003
"432","WORTH ","GA ",1,1,"11980",8712,21,0.241046831955923
"1864","GUAM ","GU ",0,0,"GUzzz ",117700,0,0
"433","HAWAII ","HI ",4,2,"12010",686367,7132,1.0390942454984
"434","HONOLULU ","HI ",8,3,"12020",5748582,44256,0.769859419244607
"435","KAUAI ","HI ",2,2,"12040",151936,2823,1.85801916596462
"436","MAUI ","HI ",4,2,"12050",348740,6973,1.99948385616792
"563","ADAIR ","IA ",2,2,"16000",58289,64,0.109797731990599
"564","ALLAMAKEE ","IA ",2,1,"16020",17640,45,0.255102040816327
"565","APPANOOSE ","IA ",2,2,"16030",18804,65,0.345671133801319
"566","AUDUBON ","IA ",1,1,"16040",7505,14,0.186542305129913
"567","BLACK HAWK ","IA ",5,2,"16060",315765,4223,1.33738698082435
"568","BREMER ","IA ",2,2,"16080",22405,472,2.10667261771926
"569","BUCHANAN ","IA ",5,3,"16090",145217,891,0.613564527569086
"570","BUENA VISTA ","IA ",0,0,"16100",17835,0,0
"571","CEDAR ","IA ",6,6,"16150",52176,444,0.850965961361545
"572","CERRO GORDO ","IA ",0,0,"16160",84033,0,0
"573","CHICKASAW ","IA ",2,1,"16180",22226,77,0.346441105012148
"574","DAVIS ","IA ",9,7,"16250",511136,1948,0.381111876291241
"575","DES MOINES ","IA ",1,1,"16280",31956,146,0.456878207535361
"576","DICKINSON ","IA ",2,1,"16290",106876,52,0.0486545155133051
"577","DUBUQUE ","IA ",4,2,"16300",192660,5355,2.77950794145126
"578","EMMET ","IA ",1,1,"16310",61836,46,0.0743903227893137
"579","GUTHRIE ","IA ",4,4,"16380",12475,126,1.01002004008016
"580","IDA ","IA ",1,1,"16460",6576,31,0.471411192214112
"581","IOWA ","IA ",7,5,"16470",34202,213,0.622770598210631
"582","KEOKUK ","IA ",3,3,"16530",12655,97,0.766495456341367
"583","KOSSUTH ","IA ",1,0,"16540",14596,14,0.0959166895039737
"584","LINN ","IA ",15,9,"16560",1230223,9821,0.798310550201061
"585","LOUISA ","IA ",3,2,"16570",22294,83,0.37229747914237
"586","LUCAS ","IA ",5,2,"16580",2285049,13077,0.572285320796184
"587","LYON ","IA ",10,6,"16590",236576,1260,0.532598403895577
"588","MAHASKA ","IA ",3,3,"16610",19955,146,0.731646203958908
"589","MILLS ","IA ",1,1,"16640",15748,284,1.80340360680721
"590","MONONA ","IA ",0,0,"16660",13980,0,0
"591","MUSCATINE ","IA ",4,3,"16690",39906,343,0.859519871698491
"592","OBRIEN ","IA ",1,1,"16700",13960,31,0.222063037249284
"593","PAGE ","IA ",2,1,"16720",32952,53,0.160840009711095
"594","PALO ALTO ","IA ",0,0,"16730",6819,0,0
"595","PLYMOUTH ","IA ",8,3,"16740",3117354,7751,0.248640353325288
"596","POCAHONTAS ","IA ",1,1,"16750",7998,19,0.237559389847462
"597","POTTAWATTAMIE ","IA ",5,3,"16770",164703,2638,1.60167088638337
"598","POWESHIEK ","IA ",2,1,"16780",22086,41,0.185637960699085
"599","RINGGOLD ","IA ",0,0,"16790",7548,0,0
"600","SAC ","IA ",0,0,"16800",5228,0,0
"601","SIOUX ","IA ",1,1,"16830",21289,36,0.16910141387571
"602","STORY ","IA ",3,2,"16840",86832,188,0.216510042380689
"603","TAMA ","IA ",4,4,"16850",21804,248,1.13740598055403
"604","WAPELLO ","IA ",2,2,"16890",44988,913,2.02943007024095
"605","WINNESHIEK ","IA ",1,0,"16950",18105,13,0.071803369235018
"606","WOODBURY ","IA ",3,1,"16960",196140,655,0.333945141225655
"607","WRIGHT ","IA ",12,7,"16980",279960,2351,0.839762823260466
"437","ADA ","ID ",10,3,"13000",1915104,8203,0.428331829498555
"438","BANNOCK ","ID ",5,2,"13020",162224,949,0.584993589111352
"439","BEAR LAKE ","ID ",1,1,"13030",3453,51,1.47697654213727
"440","BENEWAH ","ID ",2,2,"13040",7564,128,1.69222633527234
"441","BINGHAM ","ID ",2,1,"13050",33672,76,0.225706818721787
"442","BLAINE ","ID ",0,0,"13060",23477,0,0
"443","BOISE ","ID ",1,1,"13070",4270,202,4.73067915690867
"444","BONNER ","ID ",3,3,"13080",121104,603,0.497919143876338
"445","BONNEVILLE ","ID ",2,0,"13090",178170,72,0.0404108435763597
"446","BOUNDARY ","ID ",2,2,"13100",15216,169,1.11067297581493
"447","CANYON ","ID ",8,4,"13130",665888,5347,0.802987889855351
"448","CARIBOU ","ID ",0,0,"13140",8379,0,0
"449","CASSIA ","ID ",1,1,"13150",28044,23,0.0820139780345172
"450","CLEARWATER ","ID ",5,5,"13170",25137,326,1.29689302621633
"451","GEM ","ID ",3,3,"13220",36696,616,1.67865707434053
"452","GOODING ","ID ",1,1,"13230",16632,21,0.126262626262626
"453","IDAHO ","ID ",2,2,"13240",30650,272,0.887438825448613
"454","JEROME ","ID ",2,2,"13260",15696,63,0.401376146788991
"455","KOOTENAI ","ID ",7,4,"13270",643498,2292,0.356178263180305
"456","LATAH ","ID ",2,2,"13280",28602,226,0.790154534647927
"457","LEMHI ","ID ",0,0,"13290",15579,0,0
"458","LEWIS ","ID ",11,8,"13300",318050,2445,0.768747052350259
"459","MINIDOKA ","ID ",2,1,"13330",22330,30,0.134348410210479
"460","NEZ PERCE ","ID ",3,3,"13340",71028,601,0.846145182181675
"461","ONEIDA ","ID ",8,6,"13350",1194242,2619,0.21930228546643
"462","OWYHEE ","ID ",2,2,"13360",11512,297,2.57991660875608
"463","PAYETTE ","ID ",4,3,"13370",34320,548,1.5967365967366
"464","POWER ","ID ",1,1,"13380",4710,21,0.445859872611465
"465","SHOSHONE ","ID ",2,2,"13390",12680,226,1.78233438485804
"466","TETON ","ID ",1,1,"13400",12743,64,0.502236522012085
"467","TWIN FALLS ","ID ",3,1,"13410",136908,196,0.143161831302773
"468","VALLEY ","ID ",2,2,"13420",24081,55,0.228395830737926
"469","ALEXANDER ","IL ",5,3,"14010",62890,224,0.356177452695182
"470","BOND ","IL ",0,0,"14020",23880,0,0
"471","BROWN ","IL ",15,11,"14040",907178,3572,0.393748525647668
"472","BUREAU ","IL ",2,1,"14050",48013,135,0.281173848749297
"473","CASS ","IL ",21,13,"14080",796009,3907,0.490823596215621
"474","CHAMPAIGN ","IL ",7,1,"14090",506851,2835,0.559335978423639
"475","CHRISTIAN ","IL ",7,3,"14100",327113,2207,0.674690397507895
"476","CLINTON ","IL ",11,7,"14130",588773,2374,0.403211424436922
"477","COLES ","IL ",3,0,"14140",89309,81,0.0906963463928607
"478","CUMBERLAND ","IL ",23,6,"14160",4485081,4567,0.101826477604306
"479","DEWITT ","IL ",3,2,"14180",18492,361,1.95219554401904
"480","DUPAGE ","IL ",8,1,"14250",6420372,2238,0.0348577932867441
"481","EDGAR ","IL ",2,2,"14310",42097,78,0.185286362448631
"482","EDWARDS ","IL ",0,0,"14320",5933,0,0
"483","FORD ","IL ",2,2,"14350",26382,231,0.87559699795315
"484","GALLATIN ","IL ",3,1,"14380",169463,71,0.0418970512737294
"485","GRUNDY ","IL ",7,7,"14400",97796,296,0.302670865884085
"486","HARDIN ","IL ",8,3,"14421",538433,1050,0.195010335547784
"487","HENDERSON ","IL ",10,5,"14440",879292,986,0.112135672791291
"488","IROQUOIS ","IL ",2,1,"14460",63970,156,0.243864311395967
"489","JERSEY ","IL ",1,0,"14500",32730,16,0.0488848151542927
"490","JO DAVIESS ","IL ",3,3,"14510",62283,1159,1.86086090907631
"491","KANE ","IL ",5,2,"14530",2000210,2299,0.114937931517191
"492","KANKAKEE ","IL ",2,0,"14540",232089,70,0.0301608434695311
"493","KENDALL ","IL ",5,3,"14550",172533,944,0.547141706224316
"494","KNOX ","IL ",15,9,"14560",2760008,12402,0.449346523633265
"495","LA SALLE ","IL ",3,0,"14580",361506,112,0.030981505147909
"496","LIVINGSTON ","IL ",15,9,"14610",773644,7347,0.949661601460103
"500","MACOUPIN ","IL ",3,0,"14670",108141,48,0.0443864954087719
"501","MASON ","IL ",6,2,"14710",360553,1857,0.51504217133126
"502","MASSAC ","IL ",0,0,"14720",9465,0,0
"497","MCDONOUGH ","IL ",2,1,"14630",45171,52,0.115118106749906
"498","MCHENRY ","IL ",3,1,"14640",1310252,121,0.00923486474357605
"499","MCLEAN ","IL ",7,4,"14650",327463,2066,0.630910973148111
"503","MENARD ","IL ",0,0,"14730",8515,0,0
"504","MERCER ","IL ",19,7,"14740",2981857,10780,0.361519683874847
"505","MOULTRIE ","IL ",3,2,"14780",25264,75,0.296865104496517
"506","OGLE ","IL ",2,2,"14790",114912,303,0.263680033416876
"507","PEORIA ","IL ",7,3,"14800",732792,3173,0.433001451980917
"508","PIATT ","IL ",3,1,"14820",19254,428,2.22291471901942
"509","RICHLAND ","IL ",11,9,"14880",2030101,2410,0.118713305397121
"510","ROCK ISLAND ","IL ",3,2,"14890",429040,4206,0.980328174529182
"511","SANGAMON ","IL ",5,0,"14920",657216,181,0.0275404128931736
"512","SCHUYLER ","IL ",3,2,"14921",33093,58,0.175263650923156
"513","STARK ","IL ",11,4,"14960",2210264,14911,0.674625293630082
"514","STEPHENSON ","IL ",4,1,"14970",79264,758,0.956297941057731
"515","TAZEWELL ","IL ",6,4,"14980",428452,2784,0.649781072325488
"516","VERMILION ","IL ",8,2,"14982",217238,2568,1.18211362652943
"517","WABASH ","IL ",2,2,"14983",68750,342,0.497454545454545
"518","WHITESIDE ","IL ",2,2,"14988",132330,238,0.179853396811003
"519","WILL ","IL ",11,0,"14989",2497999,537,0.0214972063639737
"520","WILLIAMSON ","IL ",14,5,"14990",1583522,7822,0.493962193136565
"521","WINNEBAGO ","IL ",11,8,"14991",1858946,7223,0.388553513657739
"522","WOODFORD ","IL ",6,3,"14992",78606,381,0.484695824746203
"523","ALLEN ","IN ",10,2,"15010",1649887,2505,0.151828579775463
"524","BARTHOLOMEW ","IN ",0,0,"15020",94648,0,0
"525","BLACKFORD ","IN ",0,0,"15040",7875,0,0
"526","DAVIESS ","IN ",3,0,"15130",206243,49,0.0237583821026653
"527","DEARBORN ","IN ",1,0,"15140",77572,12,0.0154694993038725
"528","DELAWARE ","IN ",21,11,"15170",4003048,31120,0.777407615397067
"529","DUBOIS ","IN ",2,0,"15180",31770,28,0.0881334592382751
"530","ELKHART ","IN ",4,1,"15190",449370,663,0.147539889178183
"531","FOUNTAIN ","IN ",1,1,"15220",15192,111,0.730647709320695
"532","GIBSON ","IN ",5,2,"15250",127242,515,0.404740573081215
"533","HARRISON ","IN ",12,5,"15300",1037722,795,0.0766101133058757
"534","HENDRICKS ","IN ",3,1,"15310",231217,754,0.326100589489527
"535","HUNTINGTON ","IN ",2,2,"15340",74404,370,0.497285092199344
"536","JAY ","IN ",0,0,"15370",16472,0,0
"537","JENNINGS ","IN ",0,0,"15390",25068,0,0
"538","KOSCIUSKO ","IN ",2,1,"15420",152264,400,0.262701623496033
"540","LA PORTE ","IN ",0,0,"15450",229385,0,0
"539","LAGRANGE ","IN ",1,1,"15430",32680,85,0.260097919216646
"541","MIAMI ","IN ",11,5,"15510",262605,1375,0.523600083776013
"542","NOBLE ","IN ",3,2,"15560",67279,232,0.344832711544464
"543","OHIO ","IN ",5,4,"15570",128729,3095,2.4042756488437
"544","OWEN ","IN ",0,0,"15590",23020,0,0
"545","PARKE ","IN ",0,0,"15600",8916,0,0
"546","PORTER ","IN ",0,0,"15630",346103,0,0
"547","POSEY ","IN ",2,1,"15640",27090,263,0.970837947582134
"548","RIPLEY ","IN ",0,0,"15680",46326,0,0
"549","RUSH ","IN ",0,0,"15690",13746,0,0
"551","SPENCER ","IN ",1,1,"15730",17138,158,0.921927879565877
"550","ST JOSEPH ","IN ",5,3,"15700",1245690,922,0.0740152044248569
"552","STARKE ","IN ",0,0,"15740",41830,0,0
"553","STEUBEN ","IN ",6,3,"15750",295393,562,0.190255016198759
"554","SULLIVAN ","IN ",11,5,"15760",1103513,9386,0.850556359553535
"555","SWITZERLAND ","IN ",0,0,"15770",2850,0,0
"556","TIPPECANOE ","IN ",2,1,"15780",224289,2338,1.0424051112627
"557","VANDERBURGH ","IN ",4,1,"15810",439810,2964,0.673927377731293
"558","VERMILLION ","IN ",1,1,"15820",11936,41,0.343498659517426
"559","VIGO ","IN ",1,0,"15830",282704,50,0.0176863433131473
"560","WARRICK ","IN ",4,2,"15860",53543,554,1.03468240479615
"561","WELLS ","IN ",3,3,"15890",33285,324,0.973411446597567
"562","WHITLEY ","IN ",3,3,"15910",80584,399,0.495135510771369
"608","ANDERSON ","KS ",10,6,"17010",995860,3943,0.395939188239311
"609","ATCHISON ","KS ",0,0,"17020",13231,0,0
"610","BARBER ","KS ",0,0,"17030",2372,0,0
"611","BARTON ","KS ",1,0,"17040",25356,20,0.0788767944470737
"612","BOURBON ","KS ",0,0,"17050",22576,0,0
"613","CHASE ","KS ",1,1,"17080",2952,11,0.372628726287263
"614","CHAUTAUQUA ","KS ",6,3,"17090",747393,5450,0.72920137063098
"615","CLOUD ","KS ",0,0,"17140",4842,0,0
"616","COFFEY ","KS ",0,0,"17150",6272,0,0
"617","COMANCHE ","KS ",0,0,"17160",203391,0,0
"618","COWLEY ","KS ",2,2,"17170",55539,133,0.239471362466015
"619","ELK ","KS ",1,1,"17240",49562,63,0.127113514386022
"620","ELLIS ","KS ",3,1,"17250",149434,247,0.165290362300414
"621","ELLSWORTH ","KS ",0,0,"17260",2552,0,0
"622","FINNEY ","KS ",0,0,"17270",7682,0,0
"623","GEARY ","KS ",0,0,"17300",21861,0,0
"624","GOVE ","KS ",0,0,"17310",746,0,0
"625","GRAY ","KS ",0,0,"17340",18401,0,0
"626","GREENWOOD ","KS ",1,1,"17360",79174,611,0.771717988228459
"627","HARPER ","KS ",0,0,"17380",1414,0,0
"628","HARVEY ","KS ",2,1,"17390",19137,222,1.16005643517793
"629","HODGEMAN ","KS ",0,0,"17410",389,0,0
"630","JEWELL ","KS ",0,0,"17440",4640,0,0
"631","KINGMAN ","KS ",0,0,"17470",1665,0,0
"632","LABETTE ","KS ",0,0,"17490",31045,0,0
"633","LANE ","KS ",13,4,"17500",2968235,20155,0.679023055789046
"634","LEAVENWORTH ","KS ",4,0,"17510",79700,68,0.0853199498117942
"635","MCPHERSON ","KS ",0,0,"17560",22903,0,0
"636","MORRIS ","KS ",5,2,"17630",3065343,3248,0.105958778511899
"637","NEMAHA ","KS ",0,0,"17650",8030,0,0
"638","NEOSHO ","KS ",1,1,"17660",16860,42,0.249110320284698
"639","NESS ","KS ",0,0,"17670",1768,0,0
"640","NORTON ","KS ",0,0,"17680",1172,0,0
"641","OSAGE ","KS ",4,4,"17690",46489,939,2.01983264858354
"642","OSBORNE ","KS ",0,0,"17700",1075,0,0
"643","OTTAWA ","KS ",8,5,"17710",920386,1470,0.15971559758623
"644","PAWNEE ","KS ",2,2,"17720",38146,124,0.325066848424474
"645","POTTAWATOMIE ","KS ",2,1,"17740",129869,113,0.0870107569935858
"646","PRATT ","KS ",0,0,"17750",3710,0,0
"647","RAWLINS ","KS ",0,0,"17760",738,0,0
"648","RENO ","KS ",1,0,"17770",72354,52,0.0718688669596705
"649","REPUBLIC ","KS ",0,0,"17780",1427,0,0
"650","RICE ","KS ",9,4,"17790",106016,774,0.730078478720193
"651","RILEY ","KS ",0,0,"17800",40271,0,0
"652","SHAWNEE ","KS ",2,1,"17880",443310,894,0.201664749272518
"653","SHERMAN ","KS ",1,1,"17900",5514,66,1.19695321001088
"654","STAFFORD ","KS ",2,0,"17920",118803,44,0.0370361017819415
"655","STEVENS ","KS ",4,4,"17940",120010,296,0.246646112823931
"656","SUMNER ","KS ",4,2,"17950",459341,4533,0.986848550423324
"657","TREGO ","KS ",0,0,"17970",1488,0,0
"658","WABAUNSEE ","KS ",1,1,"17980",2380,15,0.630252100840336
"659","WALLACE ","KS ",1,1,"17981",337,12,3.56083086053412
"660","WICHITA ","KS ",0,0,"17983",308639,0,0
"661","WILSON ","KS ",8,5,"17984",412083,2962,0.718787234610503
"662","WOODSON ","KS ",0,0,"17985",1848,0,0
"663","WYANDOTTE ","KS ",4,3,"17986",496685,3406,0.685746499290295
"664","BALLARD ","KY ",0,0,"18030",6276,0,0
"665","BARREN ","KY ",0,0,"18040",44454,0,0
"666","BATH ","KY ",1,1,"18050",16764,13,0.0775471247912193
"667","BELL ","KY ",4,2,"18060",664499,8079,1.21580318405295
"668","BOYD ","KY ",2,1,"18090",64991,157,0.241571909956763
"669","BOYLE ","KY ",0,0,"18100",21476,0,0
"670","BRACKEN ","KY ",0,0,"18110",11144,0,0
"671","BREATHITT ","KY ",0,0,"18120",9195,0,0
"672","BRECKINRIDGE ","KY ",0,0,"18130",13916,0,0
"673","BULLITT ","KY ",3,3,"18140",63801,279,0.437297221046692
"674","CALDWELL ","KY ",7,4,"18160",223747,644,0.287825088157607
"675","CALLOWAY ","KY ",0,0,"18170",56241,0,0
"676","CAMPBELL ","KY ",10,6,"18180",321070,3278,1.02096116111751
"677","CARLISLE ","KY ",0,0,"18190",1169,0,0
"678","CARTER ","KY ",6,5,"18210",217414,1342,0.61725555851969
"679","CASEY ","KY ",0,0,"18220",11312,0,0
"680","EDMONSON ","KY ",0,0,"18291",11040,0,0
"681","ELLIOTT ","KY ",0,0,"18310",3777,0,0
"682","ESTILL ","KY ",0,0,"18320",6716,0,0
"683","FLEMING ","KY ",0,0,"18340",13470,0,0
"684","GARRARD ","KY ",0,0,"18390",16452,0,0
"685","GRAVES ","KY ",1,0,"18410",54929,34,0.0618980866209106
"686","GRAYSON ","KY ",3,1,"18420",411058,48,0.0116771842416399
"687","GREEN ","KY ",2,2,"18421",75169,147,0.195559339621386
"688","GREENUP ","KY ",2,1,"18440",68949,579,0.839751120393334
"689","HARLAN ","KY ",2,2,"18470",24159,418,1.73020406473778
"690","HICKMAN ","KY ",4,2,"18511",33262,550,1.65353857254525
"691","HOPKINS ","KY ",2,1,"18530",130292,350,0.268627390783778
"692","JESSAMINE ","KY ",4,3,"18560",49086,111,0.226133724483559
"693","KENTON ","KY ",5,2,"18580",352053,1452,0.412437899975288
"694","KNOTT ","KY ",1,1,"18590",11864,169,1.42447741065408
"695","LARUE ","KY ",0,0,"18610",12460,0,0
"696","LAUREL ","KY ",1,1,"18620",53376,54,0.101169064748201
"697","LESLIE ","KY ",1,1,"18650",7821,31,0.396368750799131
"698","LETCHER ","KY ",1,1,"18660",10902,513,4.70555861309851
"701","MAGOFFIN ","KY ",1,1,"18760",7269,25,0.343926262209382
"699","MCCRACKEN ","KY ",2,1,"18720",101840,271,0.266103692065986
"700","MCCREARY ","KY ",1,1,"18730",9699,36,0.37117228580266
"702","MEADE ","KY ",0,0,"18801",25210,0,0
"703","MENIFEE ","KY ",0,0,"18802",5564,0,0
"704","METCALFE ","KY ",1,1,"18831",11280,85,0.75354609929078
"705","MUHLENBERG ","KY ",2,2,"18880",45318,282,0.622269296968092
"706","NELSON ","KY ",3,1,"18890",47242,55,0.116421828034376
"707","NICHOLAS ","KY ",1,1,"18900",48565,464,0.955420570369608
"708","OLDHAM ","KY ",2,2,"18920",55608,187,0.336282549273486
"709","OWSLEY ","KY ",0,0,"18931",1191,0,0
"710","PENDLETON ","KY ",1,1,"18932",22720,31,0.136443661971831
"711","POWELL ","KY ",2,2,"18971",9690,35,0.361197110423117
"712","ROCKCASTLE ","KY ",0,0,"18974",17682,0,0
"713","ROWAN ","KY ",6,3,"18975",375340,2050,0.546171471199446
"714","SIMPSON ","KY ",1,0,"18979",30618,16,0.0522568423802992
"715","TODD ","KY ",4,3,"18982",55203,682,1.23544010289296
"716","TRIGG ","KY ",0,0,"18983",17820,0,0
"717","TRIMBLE ","KY ",0,0,"18984",5188,0,0
"718","WOLFE ","KY ",0,0,"18991",3306,0,0
"719","ACADIA ","LA ",2,1,"19000",95370,94,0.0985634895669498
"720","ASCENSION ","LA ",6,4,"19020",102223,1992,1.94868082525459
"721","ASSUMPTION ","LA ",3,2,"19030",28392,54,0.190194420963652
"722","AVOYELLES ","LA ",4,2,"19040",68535,149,0.21740716422266
"723","BEAUREGARD ","LA ",1,0,"19050",37814,17,0.0449568942719628
"724","BIENVILLE ","LA ",1,1,"19060",18768,38,0.202472293265132
"725","BOSSIER ","LA ",5,2,"19070",164184,314,0.191248842761779
"726","CADDO ","LA ",5,2,"19080",648675,922,0.142135892396038
"727","CALCASIEU ","LA ",4,0,"19090",485894,213,0.0438367215894825
"728","CAMERON ","LA ",5,2,"19110",1640487,1381,0.0841823190308731
"729","CATAHOULA ","LA ",0,0,"19120",6576,0,0
"730","CLAIBORNE ","LA ",5,3,"19130",93504,806,0.861995208761123
"731","CONCORDIA ","LA ",1,0,"19140",26103,17,0.0651266137991802
"732","EAST BATON ROUGE ","LA ",6,4,"19160",1230109,8614,0.70026314741214
"733","EAST CARROLL ","LA ",0,0,"19170",8814,0,0
"734","EAST FELICIANA ","LA ",4,3,"19180",22428,255,1.13697164258962
"735","EVANGELINE ","LA ",1,0,"19190",50888,29,0.0569878949850652
"736","IBERIA ","LA ",3,0,"19220",103680,99,0.0954861111111111
"737","IBERVILLE ","LA ",4,3,"19230",45711,894,1.95576557065039
"738","JEFFERSON DAVIS ","LA ",1,1,"19260",41888,28,0.0668449197860962
"739","LAFOURCHE ","LA ",4,0,"19280",92701,139,0.149944445043743
"740","MOREHOUSE ","LA ",0,0,"19330",41440,0,0
"741","NATCHITOCHES ","LA ",3,1,"19340",48544,105,0.21629861568886
"742","ORLEANS ","LA ",11,7,"19350",1888104,15672,0.830039023274142
"743","PLAQUEMINES ","LA ",3,3,"19370",20104,1238,6.15797851173896
"744","POINTE COUPEE ","LA ",5,4,"19380",42086,360,0.855391341538754
"745","RAPIDES ","LA ",4,0,"19390",272364,201,0.0737982993347138
"746","RED RIVER ","LA ",2,2,"19400",12376,30,0.24240465416936
"747","SABINE ","LA ",2,1,"19420",56756,83,0.146240045105363
"748","SAINT BERNARD ","LA ",2,2,"19430",88004,2172,2.46806963319849
"749","SAINT CHARLES ","LA ",12,6,"19440",1513454,11766,0.777426998111604
"750","SAINT HELENA ","LA ",3,3,"19450",7868,91,1.15658362989324
"751","SAINT JAMES ","LA ",2,1,"19460",20460,42,0.205278592375367
"753","SAINT LANDRY ","LA ",4,1,"19480",143811,299,0.207911773091071
"754","SAINT MARTIN ","LA ",2,1,"19490",53752,133,0.247432653668701
"755","SAINT MARY ","LA ",3,0,"19500",62811,99,0.157615704255624
"756","SAINT TAMMANY ","LA ",6,2,"19510",776277,7192,0.926473410908735
"752","ST JOHN THE BAPTIST ","LA ",2,2,"19470",38682,715,1.84840494286748
"757","TANGIPAHOA ","LA ",5,3,"19520",215436,747,0.346738706622849
"758","TENSAS ","LA ",0,0,"19530",3330,0,0
"759","TERREBONNE ","LA ",3,0,"19540",66692,111,0.166436754033467
"760","VERNON ","LA ",7,1,"19570",93490,2081,2.22590651406568
"761","WEST BATON ROUGE ","LA ",4,3,"19600",23904,555,2.32178714859438
"762","WEST CARROLL ","LA ",0,0,"19610",7110,0,0
"763","WEST FELICIANA ","LA ",2,2,"19620",10632,72,0.677200902934537
"764","WINN ","LA ",1,1,"19630",12760,20,0.156739811912226
"791","BARNSTABLE ","MA ",7,2,"22000",2556780,3650,0.142757687403687
"792","BERKSHIRE ","MA ",0,0,"22010",472617,0,0
"793","BRISTOL ","MA ",12,7,"22020",3948419,12332,0.312327541732526
"794","DUKES ","MA ",0,0,"22030",26930,0,0
"795","ESSEX ","MA ",21,8,"22040",11276634,21926,0.194437453587657
"796","HAMPDEN ","MA ",7,2,"22070",3267741,13668,0.418270603453578
"797","HAMPSHIRE ","MA ",4,1,"22080",564941,1991,0.352426182557117
